datetime,user,msg
2020-01-02 13:02:00,Malik,<Media omitted>
2020-01-02 13:02:00,Malik,nmb ?
2020-01-02 13:02:00,SubTain Malik,923314982944
2020-01-02 13:03:00,Malik,<Media omitted>
2020-01-02 13:04:00,Malik,Ek kam kryn
2020-01-02 13:04:00,Malik,Apka ban gaya ha naw
2020-01-02 13:04:00,Malik,ap ticket book ker dy
2020-01-02 13:04:00,Malik,Rawalpindi s layyah ke
2020-01-02 13:05:00,Malik,Subtain
2020-01-02 13:05:00,Malik,Train ma 2 seats e bache ha
2020-01-02 13:05:00,Malik,Ap jlde ne ker skty ??
2020-01-02 13:13:00,Malik,subtain ??
2020-01-02 13:16:00,SubTain Malik,G g?
2020-01-02 13:16:00,SubTain Malik,Login ni hua?
2020-01-02 13:16:00,Malik,✋🏻
2020-01-02 13:16:00,Malik,Ap k pass hwa ha login ??
2020-01-02 13:17:00,SubTain Malik,G
2020-01-02 13:17:00,Malik,T ap book kr dy ticket
2020-01-02 13:18:00,Malik,Kr ry h ?
2020-01-02 13:18:00,SubTain Malik,Layyah ni h available
2020-01-02 13:18:00,Malik,sibti
2020-01-02 13:18:00,Malik,<Media omitted>
2020-01-02 13:19:00,Malik,<Media omitted>
2020-01-02 13:19:00,SubTain Malik,<Media omitted>
2020-01-02 13:19:00,Malik,<Media omitted>
2020-01-02 13:21:00,Malik,<Media omitted>
2020-01-02 13:23:00,SubTain Malik,Hn dekh raha hoon
2020-01-02 13:23:00,SubTain Malik,Chal hi nahi raha
2020-01-02 13:24:00,Malik,acha
2020-01-02 13:25:00,SubTain Malik,Sari booked hain yrr
2020-01-02 13:27:00,SubTain Malik,H gai
2020-01-02 13:27:00,Malik,Kia?
2020-01-02 13:27:00,Malik,yr
2020-01-02 13:27:00,Malik,abe t the 2
2020-01-02 13:27:00,Malik,Jb m dek rhe the
2020-01-02 13:27:00,SubTain Malik,67 h
2020-01-02 13:27:00,SubTain Malik,67b
2020-01-02 13:27:00,Malik,dekhayej
2020-01-02 13:28:00,SubTain Malik,Btayn ab details jNy waly ki
2020-01-02 13:28:00,SubTain Malik,Name
2020-01-02 13:28:00,SubTain Malik,CNIC
2020-01-02 13:28:00,Malik,sibtii
2020-01-02 13:28:00,Malik,Phly mjy dekhaye
2020-01-02 13:28:00,SubTain Malik,Ap hud login kryn zra
2020-01-02 13:28:00,SubTain Malik,Ho jayega ab
2020-01-02 13:28:00,Malik,<Media omitted>
2020-01-02 13:28:00,SubTain Malik,Maine dono chezyn verify kr dein hain
2020-01-02 13:28:00,Malik,ya krnaaa ha opr wala
2020-01-02 13:28:00,Malik,right side wala
2020-01-02 13:28:00,SubTain Malik,Kryn
2020-01-02 13:28:00,SubTain Malik,Hud e online kr ky
2020-01-02 13:29:00,Malik,👍🏻
2020-01-02 13:29:00,SubTain Malik,923314982944 soniazi$
2020-01-02 13:29:00,SubTain Malik,Password dehan se lgayen
2020-01-02 13:29:00,SubTain Malik,Krny lgin?
2020-01-02 13:30:00,Malik,Acha
2020-01-02 13:31:00,Malik,<Media omitted>
2020-01-02 13:32:00,SubTain Malik,Ye sary chezyn ok kr ky
2020-01-02 13:32:00,SubTain Malik,Side py swife kryn andr waly dabby ko
2020-01-02 13:32:00,SubTain Malik,Swipe kryn andr wala box
2020-01-02 13:32:00,SubTain Malik,On right/left
2020-01-02 13:32:00,Malik,acha
2020-01-02 13:41:00,Malik,<Media omitted>
2020-01-02 13:43:00,SubTain Malik,Refresh kryn page
2020-01-02 13:44:00,Malik,Mashah Allah s ap k wait ma uske train b nkl ge h
2020-01-02 13:44:00,Malik,seats e ne ha ab w wale
2020-01-02 13:44:00,Malik,Shabash
2020-01-02 13:44:00,SubTain Malik,Mera kasor hai?
2020-01-02 13:44:00,Malik,Ne mra a
2020-01-02 13:45:00,Malik,<Media omitted>
2020-01-02 14:11:00,SubTain Malik,Laptop se kryn
2020-01-02 14:11:00,SubTain Malik,Mob se ni hta
2020-01-02 14:11:00,SubTain Malik,Mjse b ni hua tha mob se
2020-01-02 14:11:00,SubTain Malik,Sorry m khana khany a gya tha
2020-01-02 14:52:00,Malik,Thek
2020-01-02 14:54:00,Malik,Tayyaba ahmd ke mngni h ge h
2020-01-02 14:55:00,Malik,tayyaba n whtsapp story lgae v ha
2020-01-02 15:30:00,SubTain Malik,Wahhh
2020-01-02 16:02:00,Malik,Yes
2020-01-02 16:48:00,Malik,Subtain ??
2020-01-02 16:55:00,SubTain Malik,G
2020-01-02 16:59:00,Malik,ahmd k nmd send kry
2020-01-02 16:59:00,Malik,let me congratulate him
2020-01-02 17:00:00,SubTain Malik,Ahmed Mughal U.vcf (file attached)
2020-01-02 17:55:00,Malik,ham j bat kr ry thy ?
2020-01-02 17:55:00,Malik,uska kia krna B
2020-01-02 17:55:00,Malik,?-
2020-01-02 17:55:00,SubTain Malik,Konsi?
2020-01-02 17:55:00,Malik,✋🏻
2020-01-02 17:56:00,SubTain Malik,You tell
2020-01-02 17:56:00,Malik,Lol wht ?
2020-01-02 17:56:00,SubTain Malik,Ap btayen
2020-01-02 17:56:00,Malik,Should i ?
2020-01-02 17:56:00,SubTain Malik,G
2020-01-02 17:56:00,Malik,Ma n ap s pcha
2020-01-02 17:56:00,Malik,ha
2020-01-02 17:56:00,Malik,Mry dalna bnd kr d 🙏🏻plz
2020-01-02 17:57:00,SubTain Malik,Mje yehi lgta hai ky ap sath nahi nibha saktin.. Ap main brdsht nahi hai bht gussa r ego hai r q na ho ap akhir ek rank ky leye test dy rhin hain...
2020-01-02 17:57:00,SubTain Malik,So phr ap mj jese fazool insan sath nahi reh sktin
2020-01-02 17:57:00,Malik,Lol 😂 test e h bss r t kch ne
2020-01-02 17:57:00,Malik,Thek ha phr agr apko aysa lgta ha t ma kch ne keh skti
2020-01-02 17:58:00,Malik,abe bss test dena h pass fail Allah janta hq
2020-01-02 17:58:00,SubTain Malik,Phr b bht jldi negativity a jati r gussa a jata
2020-01-02 17:58:00,Malik,khny k bht kch ha but ma kahu ge ne ap s kch b
2020-01-02 17:58:00,SubTain Malik,Ho jayengi i pray
2020-01-02 17:58:00,Malik,Inshah Allah
2020-01-02 17:58:00,SubTain Malik,Ameen
2020-01-02 17:59:00,SubTain Malik,<Media omitted>
2020-01-02 17:59:00,Malik,Kia kru iska ?
2020-01-02 18:00:00,SubTain Malik,Main bhi bass yehi chahta ky koi apka apky is gusse r attitude sath sath nibhany wala mil jye but mushkil hta bht... Especially jb insan bdly lene py utr aye
2020-01-02 18:01:00,Malik,Bdla ?
2020-01-02 18:01:00,Malik,Kn s la lia ?
2020-01-02 18:01:00,SubTain Malik,Mje aysa lgta
2020-01-02 18:01:00,Malik,Bdly lny t bht phly k chr deye ha
2020-01-02 18:01:00,SubTain Malik,Mjse kch intentionally ya unintentionally bhi ho jaye toh us chez ka bdla lena hta apny wohi krke
2020-01-02 18:02:00,SubTain Malik,R phr jb m react krun toh ap kehtin *dekha kesa feel hta aysa hi mje krwaty thy* etc etc.
2020-01-02 18:03:00,Malik,Y t bt ha ek bss
2020-01-02 18:03:00,Malik,Ehsas dilwany ke
2020-01-02 18:03:00,Malik,j apko kbe aya ne
2020-01-02 18:04:00,SubTain Malik,Sahi mje yeh bdla lgta
2020-01-02 18:04:00,SubTain Malik,Haan naw sbse bura toh hoon main
2020-01-02 18:05:00,Malik,Hahaha ma n kab kaha aysa ?
2020-01-02 18:05:00,Malik,Ma t ne krte wsy khd sy
2020-01-02 18:05:00,SubTain Malik,Kehny wali bt bhala taunts se hud andaza ho jye
2020-01-02 18:05:00,SubTain Malik,G shayed
2020-01-02 18:07:00,Malik,Actully i think ap khd b ne chahty
2020-01-02 18:07:00,Malik,bss keh dia k han chnc hna chaye
2020-01-02 18:08:00,SubTain Malik,Haan wajahain b bta dein sath
2020-01-02 18:08:00,Malik,Lol 😂
2020-01-02 18:08:00,Malik,Waja t mjy khd pata ha subtain
2020-01-02 18:08:00,Malik,But m apko keh kch ne skti afsos 🙏🏻
2020-01-02 18:08:00,Malik,😌*
2020-01-02 18:08:00,SubTain Malik,Kash pta hti r unko thek Karti
2020-01-02 18:08:00,Malik,Lol ma e q ?
2020-01-02 18:09:00,SubTain Malik,but nahi Aza toh Aza hai phr
2020-01-02 18:09:00,Malik,Why me ?
2020-01-02 18:09:00,Malik,U should also
2020-01-02 18:09:00,Malik,Ahan 😉🤷🏻‍♀😂
2020-01-02 18:09:00,SubTain Malik,Haan main apko kch pila ky apko theek karon
2020-01-02 18:09:00,Malik,Lol aysa kab kaha ma n
2020-01-02 18:09:00,SubTain Malik,And I had compromised a lot but now I'm not doing it
2020-01-02 18:10:00,Malik,wht does its mean ?
2020-01-02 18:10:00,Malik,And wht u want to say actully ?
2020-01-02 18:10:00,SubTain Malik,I can't handle your negativity any more
2020-01-02 18:10:00,Malik,Ohh
2020-01-02 18:10:00,Malik,Ab apko apka dogla pan dekhaun if u dnt mind ? 😉😂
2020-01-02 18:11:00,SubTain Malik,Nhi mje pta h m dogla hoon
2020-01-02 18:11:00,SubTain Malik,Dekhana kia
2020-01-02 18:11:00,Malik,Thek ha phr
2020-01-02 18:11:00,Malik,Ap ne chahty t na sahe
2020-01-02 18:11:00,Malik,Mrzi apke
2020-01-02 18:11:00,SubTain Malik,Ab mera dogla pan 2nd topic hai us py bd m bt h skti thi
2020-01-02 18:11:00,SubTain Malik,But nhi
2020-01-02 18:11:00,SubTain Malik,Is bt ko twist krna tha
2020-01-02 18:12:00,SubTain Malik,Ab toh chezyn crystal clear nzr ati hain ab toh aysy dramy na kia kryn...
2020-01-02 18:18:00,Malik,Dramy !?
2020-01-02 18:19:00,Malik,Crystal clear. ?
2020-01-02 18:19:00,Malik,Ohhh Lol Man
2020-01-02 18:19:00,Malik,U and ur Attitude
2020-01-02 18:46:00,SubTain Malik,👍
2020-01-02 18:46:00,Malik,Crystal clear t ya ha k ap kch chahty e ne ha ab
2020-01-02 18:46:00,Malik,Awin idhr udhar ke mar ry ha
2020-01-02 18:46:00,SubTain Malik,Aysa q?
2020-01-02 18:47:00,Malik,G aysa is lye ha k sb galtiya mre a 😌
2020-01-02 18:47:00,SubTain Malik,Kch toh waja ho gi ju ab nahi chahta kch
2020-01-02 18:47:00,Malik,Yes Yes  Waja e waja ha
2020-01-02 18:48:00,SubTain Malik,Shukr h yeh toh pta h
2020-01-02 18:48:00,Malik,Subtain mjy abe b smj ne ate
2020-01-02 18:48:00,Malik,Ahir apko apna ap glt q ne laga aj tk ?
2020-01-02 18:48:00,Malik,Ap n hamesha j chaha w kia t ha
2020-01-02 18:48:00,Malik,or kia chahye ab apko
2020-01-02 18:48:00,Malik,I cant understand
2020-01-02 18:49:00,Malik,Hamesha ap n mjhy jhukaya h apny agy r aysa hwa b ha ab ap kahy g ne ma n aysa kabe ne chaha y ftrt hte h insn ke  Kch mnanu t apke trha krta ha phly shw krna k han chahta h bd ma kehna ne behan bhar m jau tm Lol 😂
2020-01-02 18:50:00,SubTain Malik,Behan?
2020-01-02 18:50:00,Malik,gnrl bat ke ha
2020-01-02 18:50:00,SubTain Malik,Pagal hain?
2020-01-02 18:51:00,SubTain Malik,Mje apse pyar ni madam
2020-01-02 18:51:00,SubTain Malik,Mje meri Azi se hai Azi se tha r usse hi rahy ga
2020-01-02 18:51:00,SubTain Malik,Wo ab exists nhi krti
2020-01-02 18:51:00,Malik,Thek
2020-01-02 18:52:00,SubTain Malik,Ap bari ho chuki hain
2020-01-02 18:52:00,Malik,any thing else u wanna say ?
2020-01-02 18:52:00,SubTain Malik,Bass yehi
2020-01-02 18:52:00,Malik,U and ur dramy 🖐🏻 hamesha ma e glt rhe h j ap s kch expect kr bethte hn Ma bhul jate h k ahir ap hay kon
2020-01-02 18:52:00,Malik,No thanks
2020-01-02 18:53:00,Malik,Bye 🙏🏻
2020-01-02 18:53:00,SubTain Malik,Mje us Azi ki adat hai yeh ju bhi hai mje ni psnd
2020-01-05 21:40:00,Malik,<Media omitted>
2020-01-05 21:40:00,Malik,in k
2020-01-05 21:41:00,SubTain Malik,Izzat b krty hon gy ek dsry ki
2020-01-05 21:41:00,Malik,Bhtr h ga ap apna nmb sharef chng kr lain 🙏🏻
2020-01-05 21:41:00,SubTain Malik,G kr loon ga
2020-01-05 21:41:00,Malik,Han obviously  J izzt krwata ha usko izzt mlte b ha
2020-01-05 21:41:00,Malik,Bht ihsan h ga 🙏🏻
2020-01-05 21:41:00,SubTain Malik,Hn
2020-01-05 21:41:00,SubTain Malik,Bewafaon ky mu hi nahi lagna chaeyae bndy ko
2020-01-05 21:41:00,Malik,Nd han  J izzt krta ha usko mlte b ha
2020-01-05 21:42:00,Malik,Y sahe kaha ha Wsy
2020-01-05 21:42:00,Malik,Mjy ne th pata ab chal gaya mjy pata ya b
2020-01-05 21:42:00,Malik,Ma b isko e follw kru g ab
2020-01-05 21:42:00,SubTain Malik,Ju mrzi karen
2020-01-05 21:42:00,Malik,Lol
2020-01-05 21:42:00,Malik,Apko kn s kui frk prta
2020-01-05 21:42:00,Malik,😂😂
2020-01-05 21:42:00,SubTain Malik,G
2020-01-05 21:42:00,Malik,<Media omitted>
2020-01-05 21:43:00,Malik,Beta g frk kse k b ne parta ab kse s b
2020-01-05 21:43:00,SubTain Malik,Mje itna hi frq prta hai bass ky hamari ek muhallydar ka name hai aza
2020-01-05 21:43:00,Malik,J chahy kui mrzi kry
2020-01-05 21:43:00,SubTain Malik,Hn acha ho gya yeh
2020-01-05 21:43:00,SubTain Malik,Shukar hai
2020-01-05 21:43:00,Malik,Lolx ma t apko apna muhally dar b na kabe smjhu 😂😂
2020-01-05 21:43:00,Malik,Lolx
2020-01-05 21:43:00,SubTain Malik,Na smjhyn toh behtr hai
2020-01-05 21:43:00,Malik,Uqat p jld ana t apke fitrt n shamil ha
2020-01-05 21:43:00,Malik,Subtain tmz s bt kryn
2020-01-05 21:43:00,Malik,Ne t na krna bhtr ha
2020-01-05 21:43:00,SubTain Malik,Main ab wahan rehta bhi nahiii
2020-01-05 21:44:00,Malik,Blky block e bhtr ha
2020-01-05 21:44:00,SubTain Malik,G apki uqat yehi hai
2020-01-05 21:44:00,SubTain Malik,Common do it
2020-01-05 21:44:00,SubTain Malik,Hurry up
2020-01-05 21:44:00,Malik,Han han apke Ma n t paida ker k e pahink dia th Islmbd
2020-01-05 21:44:00,Malik,ayy bary jumma jumma 4 din ne hwy ayy bary
2020-01-05 21:44:00,Malik,leeeme take a SS
2020-01-05 21:44:00,SubTain Malik,R ata bhi kia hai
2020-01-05 21:44:00,Malik,sure sure tmrhw ijazt ne chaye mjhy
2020-01-05 21:44:00,Malik,Tmy kia ata ah
2020-01-05 21:44:00,Malik,apny apko deko
2020-01-05 21:45:00,SubTain Malik,Jitny SS lene atay utna pyar r rishta nibhana sikha hota toh better hota
2020-01-11 05:55:00,SubTain Malik,Aziii suny?
2020-01-11 05:55:00,SubTain Malik,?
2020-03-07 00:51:00,Malik,Lol
2020-03-07 00:51:00,SubTain Malik,What?
2020-03-07 00:51:00,Malik,<Media omitted>
2020-03-07 00:52:00,SubTain Malik,Opps
2020-03-07 00:52:00,Malik,2nd shdi  Shaid 3rd u s ker ly 🤣
2020-03-07 00:52:00,Malik,Phla nikka e shaid tota th
2020-03-07 00:52:00,SubTain Malik,G g
2020-03-07 00:52:00,SubTain Malik,Hopefully
2020-03-07 00:53:00,Malik,Lol 🤣🤣
2020-03-07 00:53:00,SubTain Malik,:p
2020-03-07 00:53:00,Malik,Kue ne kue ne
2020-03-07 00:54:00,SubTain Malik,G umeed py dunya kaim hai
2020-03-07 00:54:00,Malik,Ayesha h abe infact or bht   ha
2020-03-07 00:54:00,Malik,Try marny k leyee
2020-03-07 00:54:00,SubTain Malik,Ayesha waqai hai abhi?
2020-03-07 00:54:00,Malik,Beshk g beshk
2020-03-07 00:54:00,Malik,U bttr knw m t us ke uni k rasty ne napty the 🤪
2020-03-07 00:54:00,SubTain Malik,Itni hushi wali habar wow 😍
2020-03-07 00:55:00,Malik,Hayyy Shakry jau
2020-03-07 00:55:00,SubTain Malik,😂 Bas pyar hi itna tha kia karen
2020-03-07 00:55:00,Malik,Shakry jau ma
2020-03-07 00:56:00,SubTain Malik,😂 😂 😂
2020-03-07 00:56:00,Malik,Blky mamu bnny ke tayare kru han is side s 🤣🤣🤣
2020-03-07 00:56:00,SubTain Malik,Ap kahin na jyen
2020-03-07 00:56:00,SubTain Malik,G yeh bhi ho sakta
2020-03-07 00:56:00,Malik,M kab j re 🤣
2020-03-07 00:57:00,Malik,Bnnna mamu e ha har jagah sy 🤣🤣🤣🤣🤣🤣
2020-03-07 00:57:00,Malik,Lol 🤣
2020-03-07 00:57:00,SubTain Malik,Shakry kaha toh hai
2020-03-07 00:57:00,SubTain Malik,😂 😂
2020-03-07 00:57:00,Malik,Man its sadky jana ko  Shakry jana khty
2020-03-07 00:58:00,Malik,Burger logo k kia pata h Lol 🤣🤣
2020-03-07 00:58:00,SubTain Malik,G g hum hain hi aysy
2020-03-07 01:00:00,Malik,Yes Burgr wo b andy wala 🤣🤣🤣🤣
2020-03-07 01:00:00,Malik,Hello Mamu lol 🤣🤣🤣🤣
2020-03-07 01:00:00,SubTain Malik,😂 😂 😂
2020-03-07 01:01:00,SubTain Malik,Soi nahi?
2020-03-07 01:01:00,Malik,Nah
2020-03-07 01:01:00,SubTain Malik,Q
2020-03-07 01:02:00,Malik,Pr rhe
2020-03-07 01:02:00,SubTain Malik,Good good
2020-03-07 01:02:00,SubTain Malik,Hard working ⚒ girl
2020-03-07 01:02:00,SubTain Malik,♥
2020-03-07 01:02:00,Malik,ALLHAMDULLILAH
2020-03-07 01:02:00,Malik,Credit goes to u BTW
2020-03-07 01:02:00,SubTain Malik,Best ha 😍
2020-03-07 01:02:00,SubTain Malik,Q
2020-03-07 01:02:00,Malik,Bht kch sekhaya or bht s achy logo s mlwaya 😍
2020-03-07 01:03:00,SubTain Malik,No problem
2020-03-07 01:04:00,SubTain Malik,Kis se milwaya wese?
2020-03-07 01:04:00,Malik,Bht s log a
2020-03-07 01:04:00,SubTain Malik,Kon kon
2020-03-07 01:04:00,SubTain Malik,Jese ky?
2020-03-07 01:05:00,Malik,M u ko btany ke paband h ?
2020-03-07 01:05:00,SubTain Malik,Nahii
2020-03-07 01:05:00,Malik,So ?
2020-03-07 01:05:00,Malik,Pochny ka b mqsd ne
2020-03-07 01:05:00,Malik,Nd han
2020-03-07 01:05:00,SubTain Malik,Theek g
2020-03-07 01:05:00,Malik,Congratulationss
2020-03-07 01:05:00,SubTain Malik,Q
2020-03-07 01:06:00,Malik,Apke Begum oa MBBS ma ADDMISSION h gaya hwa Ab t ghr s e DR ml jy ge apko bahar s dhndne ne pary ge
2020-03-07 01:06:00,Malik,💃🏻💃🏻💃🏻
2020-03-07 01:06:00,SubTain Malik,Konsi begam?
2020-03-07 01:06:00,Malik,Mrs Zubia Subtain Malik ❤️
2020-03-07 01:06:00,SubTain Malik,😂 😂
2020-03-07 01:06:00,Malik,So Sweet ❤️
2020-03-07 01:07:00,SubTain Malik,Sach btaon toh wo mere type ki nhi
2020-03-07 01:07:00,Malik,🤣🤣🤣🤣🤣🙏🏻
2020-03-07 01:07:00,Malik,Lol 🤣🤣🤣
2020-03-07 01:07:00,SubTain Malik,R na mje psnd hai koi has
2020-03-07 01:07:00,Malik,Han han
2020-03-07 01:07:00,Malik,Sorry
2020-03-07 01:07:00,Malik,Apke type ke t islmbd ma pai jate ha 🤣🤣🤣🤣🤣🤣
2020-03-07 01:07:00,SubTain Malik,😂 😂 Kese pta?
2020-03-07 01:07:00,Malik,Haseen churiyan
2020-03-07 01:08:00,Malik,J insn apne jagah s nkl k apne uqat bhul jaty ha naw unhy smjhna mshkl ne hta
2020-03-07 01:09:00,SubTain Malik,Mirror dekh ky batain kr rhin?
2020-03-07 01:10:00,Malik,Han
2020-03-07 01:10:00,Malik,Lkn kse k dekhaye hwy mirror ko dek k batain kr rhe
2020-03-07 01:10:00,SubTain Malik,Good hai yeh bhi
2020-03-07 01:10:00,SubTain Malik,:p
2020-03-07 01:11:00,Malik,Han
2020-03-07 01:11:00,Malik,Time p dek lia r shaid
2020-03-07 01:11:00,SubTain Malik,G mje b aysa hi lgta
2020-03-07 01:11:00,Malik,Lol 🤣
2020-03-07 01:12:00,SubTain Malik,:p
2020-03-07 01:15:00,Malik,Lol beta
2020-03-07 01:15:00,SubTain Malik,G?
2020-03-07 01:15:00,Malik,Befikr rhu j insn psnd na h us k sth b guzara krna per jata a 🤣🤣🤣🤣
2020-03-07 01:16:00,Malik,Dr ha ahir 🤣🤣🤣
2020-03-07 01:16:00,SubTain Malik,😂
2020-03-07 01:16:00,SubTain Malik,Pr wo moti hai thori
2020-03-07 01:16:00,SubTain Malik,Uska kia?
2020-03-07 01:16:00,Malik,Lol ptla hny m kn s time lgta
2020-03-07 01:16:00,SubTain Malik,Phir bhi hot nhi lgti wo mje
2020-03-07 01:17:00,Malik,Hot hny ma kn s time lagta
2020-03-07 01:17:00,SubTain Malik,Wo bnda naturally hota hai
2020-03-07 01:18:00,Malik,Lol.islmbd bhjty h bache ko
2020-03-07 01:18:00,Malik,Hot bachiyu ma phery ge h jy ge
2020-03-07 01:18:00,SubTain Malik,Shayed
2020-03-07 01:18:00,SubTain Malik,But i don't think
2020-03-07 01:18:00,SubTain Malik,Mje jitni psnd hai utni na hui agr?
2020-03-07 01:19:00,Malik,T naseeb u ka ma kia keh skti🤣
2020-03-07 01:19:00,Malik,Lkn guzara udr e krna pary ga
2020-03-07 01:19:00,SubTain Malik,Nhi g
2020-03-07 01:19:00,SubTain Malik,Aysi b bt nhi
2020-03-07 01:19:00,Malik,Lol
2020-03-07 01:19:00,Malik,Bahar j Dr dhnty ha ghr e ha ab to 🤣
2020-03-07 01:20:00,SubTain Malik,Apko kisny keh dia dr dhondhta?
2020-03-07 01:20:00,Malik,Khna q ha kse n
2020-03-07 01:21:00,Malik,Dr k rishty aty ha lrky k leye 🤣
2020-03-07 01:21:00,SubTain Malik,Yup ye toh hai
2020-03-07 01:21:00,Malik,Ghr waly asman p bethy ha lrka betha ha asman pay
2020-03-07 01:21:00,Malik,T ghr ke bete Dr ha t bahar q jana 💃🏻💃🏻
2020-03-07 01:22:00,SubTain Malik,Pr srf dr ni r b bht si chezyn dekhni htin
2020-03-07 01:22:00,Malik,Lol 🤣
2020-03-07 01:22:00,Malik,Hahahahhahaha
2020-03-07 01:22:00,Malik,Sb kch t ha or kia chahey3
2020-03-07 01:22:00,SubTain Malik,Sb kch kia kia?
2020-03-07 01:23:00,Malik,J apke family has ker demand ga
2020-03-07 01:23:00,Malik,Ha
2020-03-07 01:23:00,Malik,K
2020-03-07 01:23:00,Malik,**
2020-03-07 01:23:00,SubTain Malik,Acha g
2020-03-07 01:24:00,Malik,Yesh 🤣🤣💃🏻💃🏻
2020-03-07 01:24:00,SubTain Malik,Ek bt kahon?
2020-03-07 01:24:00,Malik,Surr
2020-03-07 01:24:00,Malik,Sure*
2020-03-07 01:25:00,SubTain Malik,Ap jitni bhi hot nahi wo :p
2020-03-07 01:25:00,Malik,Lol 🤣🤣🤣
2020-03-07 01:25:00,SubTain Malik,Sach main
2020-03-07 01:26:00,Malik,Urtu wala figure h jska usko ayse batain nahe kahe jate subtain
2020-03-07 01:26:00,SubTain Malik,I still remember your kisses and romance
2020-03-07 01:26:00,SubTain Malik,Par mujhe wohi figure pasand hai r srf pasand nhi bohot pasand
2020-03-07 01:26:00,Malik,Psnd th **
2020-03-07 01:26:00,SubTain Malik,Tb bhi har chez ko chuma r chata tha us figure ki
2020-03-07 01:26:00,Malik,Corrct it
2020-03-07 01:27:00,SubTain Malik,Still hai 😋 :p
2020-03-07 01:27:00,Malik,Urtu wlaa figure baby urtu wala 🤣🤣🤣
2020-03-07 01:28:00,SubTain Malik,Bohot hot
2020-03-07 01:28:00,SubTain Malik,Remember?
2020-03-07 01:28:00,Malik,Ma ayse kui bat yd ne rakhe
2020-03-07 01:29:00,SubTain Malik,G ye yad rkhtin
2020-03-07 01:29:00,Malik,Lol urtu ka figure b hot hta h aj pata laga 🤣
2020-03-07 01:29:00,Malik,Blkl mre zat ke bat h blky mry figure ke 🤣
2020-03-07 01:29:00,SubTain Malik,Shayed na hota ho but mujhe bohat lagta
2020-03-07 01:29:00,SubTain Malik,Ye b apky figure ki bt hai
2020-03-07 01:29:00,Malik,Burgers 🤣🤣
2020-03-07 01:29:00,SubTain Malik,:p
2020-03-07 01:30:00,Malik,H ge
2020-03-07 01:30:00,Malik,Ma n ab note kia u call me ap 🤣🤣🤣🤣
2020-03-07 01:31:00,SubTain Malik,Jese bolain gin wese hi suny gin simple
2020-03-07 01:31:00,Malik,Ma n t na ap kia na tum 🙄🤣🤣
2020-03-07 01:31:00,Malik,Itny ay
2020-03-07 01:32:00,SubTain Malik,G
2020-03-07 01:32:00,SubTain Malik,Phir bhi
2020-03-07 01:32:00,Malik,Burger log aysy e hty ha
2020-03-07 01:32:00,Malik,Saffak kism k
2020-03-07 01:33:00,SubTain Malik,G
2020-03-07 01:34:00,Malik,Mamo 🤣🤣
2020-03-07 01:35:00,SubTain Malik,🤭
2020-03-07 01:35:00,Malik,Aj b utny e btmz h wsy i feel
2020-03-07 01:35:00,SubTain Malik,Same 2 u
2020-03-07 01:35:00,Malik,Man 🤣
2020-03-07 01:35:00,Malik,M t paida e btmz hui the 🤣🤣🤣🤣🤣🤣
2020-03-07 01:35:00,Malik,Hahhahahahhahaha
2020-03-07 01:35:00,Malik,Hahahhahhhahhahhaa
2020-03-07 01:36:00,Malik,Same 2 u🤣🤣🤣
2020-03-07 01:36:00,Malik,Bdly wala kera 🤪🤪🤪🤣🤣🤣🤣🤣
2020-03-07 01:36:00,Malik,Ahhahahahhahhaa
2020-03-07 01:36:00,SubTain Malik,😂 😂 😂 😂
2020-03-07 01:37:00,Malik,Ap t tamez dar hain
2020-03-07 01:37:00,Malik,Ne mra mtlb thy
2020-03-07 01:37:00,Malik,Halat n aysa ker dia
2020-03-07 01:37:00,Malik,Apko
2020-03-07 01:38:00,SubTain Malik,G g
2020-03-07 01:38:00,SubTain Malik,Wese pehly zyada btmzi tja
2020-03-07 01:38:00,SubTain Malik,Tha
2020-03-07 01:38:00,SubTain Malik,Ab kam hoon
2020-03-07 01:38:00,Malik,Insn k khd ko la k glt fhmiya h jte hte ha kue bare bat ne  a
2020-03-07 01:40:00,SubTain Malik,Shayed haaan
2020-03-07 01:40:00,Malik,Shaid han ne
2020-03-07 01:40:00,Malik,Cnfrm han
2020-03-07 01:40:00,SubTain Malik,Yup
2020-03-07 01:40:00,SubTain Malik,Aysa hi lgta h
2020-03-07 01:40:00,Malik,Yesh yesh
2020-03-07 01:41:00,SubTain Malik,Aysy na bolain
2020-03-07 01:41:00,SubTain Malik,Hot ho jata
2020-03-07 01:41:00,SubTain Malik,Sedhi tarah bolain
2020-03-07 01:44:00,Malik,🤷🏻‍♀️
2020-03-07 01:44:00,SubTain Malik,G
2020-03-07 01:44:00,SubTain Malik,Baby talk yad a jati
2020-03-07 01:45:00,Malik,Lol
2020-03-07 01:45:00,SubTain Malik,Hmm
2020-03-07 01:47:00,Malik,Ek rqst krun ?
2020-03-07 01:47:00,Malik,Agr dil s man l to
2020-03-07 01:48:00,SubTain Malik,G
2020-03-07 01:48:00,Malik,M call krny lge the prsu
2020-03-07 01:48:00,SubTain Malik,Phir?
2020-03-07 01:48:00,Malik,But ma n phn utha k nmb dail ker k chr dia k ne krne cll
2020-03-07 01:49:00,SubTain Malik,G
2020-03-07 01:49:00,Malik,Yhe khna th
2020-03-07 01:49:00,SubTain Malik,Request kia h?
2020-03-07 01:49:00,Malik,K jo jo Bad duayen d ha na mjy hu saky t unny wapis la lena
